T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,4.0,1.0,0.0,4238.917093751964,8.044219552858033,0.0,-0.019462109004773423,0.0,0.0
