T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,25.0,1.0,0.0,4189.272145085032,6.0860080345971275,0.0,-0.04796691188736044,0.0,0.0
