,ratio_ref,ratio_target,parameter,parameter difference
QC1,0.9933596911795631,1.0121877598358129,0.9813986402490148,0.0
QC2,0.9894918129241291,1.0048105544161867,0.9847545973470013,0.0033559570979865283
QC3,0.9859676866172746,1.0108910231445334,0.975345179691347,-0.006053460557667756
