T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,10.0,1.0,0.0,4214.04672408608,6.86857291275466,0.0,-0.03145807335259883,0.0,0.0
