,ratio_ref,ratio_target,parameter,parameter difference
QC1,0.9933596911795631,1.004664163061905,0.9887480092373461,0.0
QC2,0.9894918129241291,1.0005987919992163,0.9888996677150736,0.00015165847772757868
QC3,0.9859676866172746,1.0017363956456087,0.9842586242280124,-0.004489385009333713
