T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,10.0,1.0,0.0,16896.756672461903,12.285449373555911,0.0,-0.09547640407221238,0.0,0.0
