T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,25.0,1.0,0.0,16829.532417042028,9.789292655182846,0.0,-0.13745761921727068,0.0,0.0
