T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,4.0,1.0,0.0,16973.471545036937,15.169787946445576,0.0,-0.06402355139991915,0.0,0.0
