T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,10.0,1.0,0.0,11223.741424465334,14.28861123088834,0.0,-0.11588577102186084,0.0,0.0
