T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,4.0,1.0,0.0,11245.890804969604,15.266688723269027,0.0,-0.10231559626180164,0.0,0.0
