T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,25.0,1.0,0.0,11199.838214740092,13.538444997196743,0.0,-0.1273437564050962,0.0,0.0
