T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,10.0,1.0,0.0,712.0652187565306,1.524687421245163,0.0,0.06471422904513134,0.0,0.0
