,ratio_ref,ratio_target,parameter,parameter difference
QC1,0.9933596911795631,1.0640369963991132,0.9335762708827471,0.0
QC2,0.9894918129241291,1.045285043831648,0.946623907768736,0.013047636885988867
QC3,0.9859676866172746,1.0723348465980869,0.9194587770277106,-0.014117493855036467
