T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,4.0,1.0,0.0,741.2046196685721,2.8039698314901127,0.0,0.07716060593359123,0.0,0.0
