T low,T high,H low,H high,degree,ppm,multiple,shift,intercept,coef,coef,coef,coef,coef
-23.0,50.0,0.0,100.0,2.0,25.0,1.0,0.0,683.3169633786156,0.5752305739992408,0.0,0.048680663646830866,0.0,0.0
