Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,Temperature,Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2,410nm #1_mv,470nm #1_mv,510nm #1_mv,550nm #1_mv,583nm #1_mv,670nm #1_mv,410nm #2_mv,470nm #2_mv,510nm #2_mv,550nm #2_mv,583nm #2_mv,670nm #2_mv,Temperature_mv,Humidity_mv,ppm
2021-05-26 13:43:24,600,1786,2669,7139,10645,11862,24054,7930,5534,2714,19425,10094,31057,46231,39876,51941,16785,16917,30.8380126953,59.3994140625,364.374603271,364.374603271,0.0,25.0,25.003125,20.003125,33.7646484375,10.1318359375,30.02,35.99,600.0,2669.0,7139.0,10645.0,11862.0,7930.0,2714.0,10094.0,31057.0,46231.0,39876.0,16785.0,30.8380126953,59.3994140625,0.0
2021-05-26 13:43:35,600,1786,2670,7139,10638,11862,24054,7934,5537,2714,19422,10094,31049,46216,39869,51915,16785,16908,30.8153533936,59.3948364258,364.374603271,364.374603271,0.0,24.996875,24.996875,20.0,33.7890625,9.6435546875,30.03,36.0,600.0,2670.0,7139.0,10638.0,11862.0,7934.0,2714.0,10094.0,31049.0,46216.0,39869.0,16785.0,30.8153533936,59.3948364258,0.0
2021-05-26 13:43:46,599,1786,2670,7137,10647,11860,24057,7932,5538,2715,19424,10091,31058,46214,39852,51896,16776,16922,30.8380126953,59.3902587891,364.374603271,364.374603271,0.0,24.996875,24.996875,19.996875,33.7890625,9.814453125,30.03,36.0,599.0,2670.0,7137.0,10647.0,11860.0,7932.0,2715.0,10091.0,31058.0,46214.0,39852.0,16776.0,30.8380126953,59.3902587891,0.0
2021-05-26 13:43:58,600,1787,2669,7139,10643,11862,24052,7934,5538,2714,19421,10090,31053,46209,39846,51918,16780,16911,30.8405303955,59.4192504883,364.374603271,364.374603271,0.0,25.0,25.0,20.0,33.7646484375,9.5458984375,30.03,36.0,600.0,2669.0,7139.0,10643.0,11862.0,7934.0,2714.0,10090.0,31053.0,46209.0,39846.0,16780.0,30.8405303955,59.4192504883,0.0
2021-05-26 13:44:09,599,1785,2670,7140,10645,11858,24051,7933,5536,2714,19417,10089,31032,46189,39846,51767,16735,16910,30.8329772949,59.3994140625,364.374603271,364.374603271,0.0,24.996875,25.0,19.996875,33.7890625,9.86328125,30.03,35.99,599.0,2670.0,7140.0,10645.0,11858.0,7933.0,2714.0,10089.0,31032.0,46189.0,39846.0,16735.0,30.8329772949,59.3994140625,0.0
2021-05-26 13:44:20,600,1786,2671,7139,10646,11862,24059,7934,5536,2714,19421,10096,31055,46200,39851,51943,16781,16912,30.8405303955,59.3032836914,364.374603271,364.374603271,0.0,25.003125,24.996875,20.0,33.7890625,10.302734375,30.03,35.98,600.0,2671.0,7139.0,10646.0,11862.0,7934.0,2714.0,10096.0,31055.0,46200.0,39851.0,16781.0,30.8405303955,59.3032836914,0.0
2021-05-26 13:44:32,599,1787,2669,7135,10647,11862,24055,7927,5532,2714,19425,10092,31040,46204,39851,51763,16744,16917,30.8480834961,59.1217041016,364.374603271,364.374603271,0.0,24.990625,25.00625,20.0,33.7890625,9.326171875,30.03,35.99,599.0,2669.0,7135.0,10647.0,11862.0,7927.0,2714.0,10092.0,31040.0,46204.0,39851.0,16744.0,30.8480834961,59.1217041016,0.0
2021-05-26 13:44:43,599,1786,2670,7140,10647,11862,24054,7931,5534,2714,19425,10095,31055,46209,39851,51935,16783,16917,30.8556365967,58.9309692383,364.374603271,364.374603271,0.0,25.003125,25.0,20.003125,33.7890625,9.47265625,30.04,36.0,599.0,2670.0,7140.0,10647.0,11862.0,7931.0,2714.0,10095.0,31055.0,46209.0,39851.0,16783.0,30.8556365967,58.9309692383,0.0
2021-05-26 13:44:54,600,1786,2668,7141,10648,11862,24070,7933,5536,2715,19427,10100,31051,46222,39862,51944,16784,16932,30.8480834961,58.9080810547,364.374603271,364.374603271,0.0,25.003125,24.996875,19.996875,33.7646484375,10.1318359375,30.03,36.01,600.0,2668.0,7141.0,10648.0,11862.0,7933.0,2715.0,10100.0,31051.0,46222.0,39862.0,16784.0,30.8480834961,58.9080810547,0.0
2021-05-26 13:45:05,599,1787,2670,7142,10646,11860,24057,7936,5534,2715,19433,10096,31057,46217,39845,51933,16784,16915,30.8455657959,58.8851928711,364.374603271,364.374603271,0.0,25.003125,24.996875,20.0,33.7890625,9.9365234375,30.03,36.01,599.0,2670.0,7142.0,10646.0,11860.0,7936.0,2715.0,10096.0,31057.0,46217.0,39845.0,16784.0,30.8455657959,58.8851928711,0.0
2021-05-26 16:39:31,594,1784,2669,7168,10755,11456,23356,7962,5456,2715,19436,10104,31064,46228,39857,51913,16796,16924,30.9664154053,59.4192504883,364.374603271,364.374603271,15.003125,9.99375,25.00625,20.0,33.7890625,10.8642578125,30.0,36.0,594.0,2669.0,7168.0,10755.0,11456.0,7962.0,2715.0,10104.0,31064.0,46228.0,39857.0,16796.0,30.9664154053,59.4192504883,60.0125
2021-05-26 16:39:42,595,1784,2666,7166,10756,11460,23348,7964,5458,2714,19442,10099,31056,46227,39872,51928,16797,16924,30.9588623047,59.4329833984,364.374603271,364.374603271,15.01875,9.99375,24.996875,20.0,33.8134765625,10.7421875,30.0,35.99,595.0,2666.0,7166.0,10756.0,11460.0,7964.0,2714.0,10099.0,31056.0,46227.0,39872.0,16797.0,30.9588623047,59.4329833984,60.075
