Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,Temperature,Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2,410nm #1_mv,470nm #1_mv,510nm #1_mv,550nm #1_mv,583nm #1_mv,670nm #1_mv,410nm #2_mv,470nm #2_mv,510nm #2_mv,550nm #2_mv,583nm #2_mv,670nm #2_mv,Temperature_mv,Humidity_mv,ppm
2021-05-26 13:08:02,596,1759,2638,7127,10612,11834,24108,7877,5576,2674,18990,9854,30960,46004,39691,51880,16665,17045,20.920791626,59.4284057617,364.374603271,364.374603271,0.0,25.0,25.0,20.003125,23.779296875,5.3466796875,19.98,25.99,596.0,2638.0,7127.0,10612.0,11834.0,7877.0,2674.0,9854.0,30960.0,46004.0,39691.0,16665.0,20.920791626,59.4284057617,0.0
2021-05-26 13:08:14,595,1759,2639,7128,10609,11834,24097,7880,5578,2672,18984,9852,30965,45995,39686,51712,16621,17050,20.9283447266,59.4757080078,364.374603271,364.374603271,0.0,25.00625,25.0,20.0,23.779296875,5.3955078125,19.98,25.99,595.0,2639.0,7128.0,10609.0,11834.0,7880.0,2672.0,9852.0,30965.0,45995.0,39686.0,16621.0,20.9283447266,59.4757080078,0.0
2021-05-26 13:08:25,595,1760,2639,7129,10615,11834,24112,7882,5578,2673,18989,9854,30972,45983,39692,51882,16670,17048,20.9107208252,59.504699707,364.374603271,364.374603271,0.0,24.996875,25.003125,20.003125,23.8037109375,5.419921875,19.98,25.99,595.0,2639.0,7129.0,10615.0,11834.0,7882.0,2673.0,9854.0,30972.0,45983.0,39692.0,16670.0,20.9107208252,59.504699707,0.0
2021-05-26 13:08:36,594,1759,2640,7124,10613,11830,24093,7879,5574,2673,18983,9851,30947,45960,39685,51878,16664,17044,20.9031677246,59.5642089844,364.374603271,364.374603271,0.0,24.996875,25.00625,20.0,23.7548828125,4.541015625,19.98,25.99,594.0,2640.0,7124.0,10613.0,11830.0,7879.0,2673.0,9851.0,30947.0,45960.0,39685.0,16664.0,20.9031677246,59.5642089844,0.0
2021-05-26 13:08:48,596,1759,2639,7128,10612,11830,24104,7880,5578,2671,18979,9850,30943,45978,39674,51696,16617,17040,20.9107208252,59.5504760742,364.374603271,364.374603271,0.0,25.0,25.0,19.996875,23.779296875,4.5654296875,19.99,26.0,596.0,2639.0,7128.0,10612.0,11830.0,7880.0,2671.0,9850.0,30943.0,45978.0,39674.0,16617.0,20.9107208252,59.5504760742,0.0
2021-05-26 13:08:59,595,1759,2638,7125,10612,11832,24106,7876,5570,2673,18976,9842,30943,45978,39682,51690,16614,17038,20.908203125,59.5916748047,364.374603271,364.374603271,0.0,25.0,25.0,20.0,23.779296875,4.3212890625,19.99,26.0,595.0,2638.0,7125.0,10612.0,11832.0,7876.0,2673.0,9842.0,30943.0,45978.0,39682.0,16614.0,20.908203125,59.5916748047,0.0
2021-05-26 13:09:10,595,1760,2638,7125,10614,11832,24106,7878,5580,2675,18979,9852,30961,45996,39685,51861,16662,17054,20.920791626,59.5962524414,364.374603271,364.374603271,0.0,24.996875,25.003125,20.00625,23.779296875,5.3955078125,19.99,26.0,595.0,2638.0,7125.0,10614.0,11832.0,7878.0,2675.0,9852.0,30961.0,45996.0,39685.0,16662.0,20.920791626,59.5962524414,0.0
2021-05-26 13:09:21,596,1759,2639,7124,10613,11826,24111,7879,5576,2674,18980,9853,30945,45976,39709,51707,16624,17040,20.908203125,59.6282958984,364.374603271,364.374603271,0.0,25.009375,25.0,19.996875,23.779296875,4.78515625,19.99,26.0,596.0,2639.0,7124.0,10613.0,11826.0,7879.0,2674.0,9853.0,30945.0,45976.0,39709.0,16624.0,20.908203125,59.6282958984,0.0
2021-05-26 13:09:32,595,1761,2639,7129,10615,11834,24111,7878,5574,2673,18983,9851,30963,45972,39685,51852,16654,17043,20.920791626,59.6298217773,364.374603271,364.374603271,0.0,24.996875,25.0,19.996875,23.779296875,5.2490234375,19.99,26.0,595.0,2639.0,7129.0,10615.0,11834.0,7878.0,2673.0,9851.0,30963.0,45972.0,39685.0,16654.0,20.920791626,59.6298217773,0.0
2021-05-26 13:09:43,595,1759,2640,7127,10608,11830,24107,7881,5576,2674,18981,9851,30942,45999,39688,51887,16660,17046,20.9283447266,59.6374511719,364.374603271,364.374603271,0.0,25.0,25.0,19.996875,23.779296875,5.1025390625,20.0,25.99,595.0,2640.0,7127.0,10608.0,11830.0,7881.0,2674.0,9851.0,30942.0,45999.0,39688.0,16660.0,20.9283447266,59.6374511719,0.0
2021-05-26 18:49:37,590,1757,2627,7131,10710,11396,23331,7898,5484,2673,18948,9849,30906,45926,39632,51750,16652,17026,21.0063934326,60.2279663086,364.374603271,364.374603271,14.99375,10.0,25.003125,20.00625,23.779296875,5.810546875,19.99,26.01,590.0,2627.0,7131.0,10710.0,11396.0,7898.0,2673.0,9849.0,30906.0,45926.0,39632.0,16652.0,21.0063934326,60.2279663086,59.975
2021-05-26 18:49:48,590,1757,2625,7133,10709,11400,23337,7897,5484,2672,18957,9852,30893,45944,39648,51741,16648,17024,20.9887695313,60.2569580078,364.374603271,364.374603271,15.00625,9.996875,25.0,20.0,23.8037109375,5.1513671875,19.99,26.0,590.0,2625.0,7133.0,10709.0,11400.0,7897.0,2672.0,9852.0,30893.0,45944.0,39648.0,16648.0,20.9887695313,60.2569580078,60.025
2021-05-26 18:49:59,588,1757,2626,7132,10710,11404,23337,7899,5482,2673,18955,9854,30917,45932,39649,51748,16651,17024,20.9963226318,60.3073120117,364.374603271,364.374603271,15.0,9.996875,25.0,20.0,23.779296875,5.17578125,19.99,26.0,588.0,2626.0,7132.0,10710.0,11404.0,7899.0,2673.0,9854.0,30917.0,45932.0,39649.0,16651.0,20.9963226318,60.3073120117,60.0
2021-05-26 18:50:11,588,1757,2626,7136,10712,11398,23339,7898,5484,2672,18954,9848,30913,45948,39653,51776,16646,17028,20.998840332,60.3637695313,364.374603271,364.374603271,14.996875,10.003125,25.0,20.0,23.8037109375,5.3955078125,19.99,26.0,588.0,2626.0,7136.0,10712.0,11398.0,7898.0,2672.0,9848.0,30913.0,45948.0,39653.0,16646.0,20.998840332,60.3637695313,59.9875
2021-05-26 18:50:22,589,1757,2628,7133,10709,11400,23326,7897,5485,2671,18951,9845,30906,45936,39620,51779,16651,17018,21.0214996338,60.3897094727,364.374603271,364.374603271,15.0,9.996875,24.99375,20.0,23.779296875,5.56640625,20.0,25.99,589.0,2628.0,7133.0,10709.0,11400.0,7897.0,2671.0,9845.0,30906.0,45936.0,39620.0,16651.0,21.0214996338,60.3897094727,60.0
2021-05-26 18:50:33,589,1757,2628,7132,10707,11402,23342,7897,5481,2672,18958,9848,30916,45925,39661,51800,16653,17024,21.0139465332,60.4095458984,364.374603271,364.374603271,14.996875,9.99375,24.996875,19.99375,23.779296875,5.517578125,20.0,25.99,589.0,2628.0,7132.0,10707.0,11402.0,7897.0,2672.0,9848.0,30916.0,45925.0,39661.0,16653.0,21.0139465332,60.4095458984,59.9875
2021-05-26 18:50:45,590,1758,2629,7135,10705,11392,23323,7901,5486,2671,18956,9847,30889,45943,39637,51793,16650,17032,20.9963226318,60.4141235352,364.374603271,364.374603271,15.0125,9.996875,25.0,20.00625,23.8037109375,5.2734375,20.0,25.99,590.0,2629.0,7135.0,10705.0,11392.0,7901.0,2671.0,9847.0,30889.0,45943.0,39637.0,16650.0,20.9963226318,60.4141235352,60.05
2021-05-26 18:50:56,590,1757,2626,7135,10714,11402,23339,7902,5486,2672,18959,9848,30916,45929,39665,51800,16647,17034,21.0089111328,60.4522705078,364.374603271,364.374603271,14.978125,10.00625,25.0,20.0,23.779296875,5.7861328125,20.0,25.99,590.0,2626.0,7135.0,10714.0,11402.0,7902.0,2672.0,9848.0,30916.0,45929.0,39665.0,16647.0,21.0089111328,60.4522705078,59.9125
2021-05-26 18:51:07,589,1758,2626,7135,10707,11392,23334,7900,5484,2672,18955,9848,30920,45919,39635,51807,16656,17020,20.9862518311,60.5117797852,364.374603271,364.374603271,15.0,10.0,25.0,20.0,23.779296875,5.6640625,20.0,25.99,589.0,2626.0,7135.0,10707.0,11392.0,7900.0,2672.0,9848.0,30920.0,45919.0,39635.0,16656.0,20.9862518311,60.5117797852,60.0
2021-05-26 18:51:19,589,1756,2626,7134,10711,11388,23333,7899,5482,2672,18953,9848,30912,45919,39632,51756,16650,17028,20.9887695313,60.5316162109,364.374603271,364.374603271,15.0,9.996875,24.996875,19.996875,23.8037109375,5.7373046875,20.0,26.0,589.0,2626.0,7134.0,10711.0,11388.0,7899.0,2672.0,9848.0,30912.0,45919.0,39632.0,16650.0,20.9887695313,60.5316162109,60.0
2021-05-26 19:09:34,590,1758,2627,7127,10706,11424,23389,7892,5490,2671,18949,9847,30906,45900,39629,51763,16647,17022,20.9887695313,60.7513427734,364.374603271,364.374603271,6.25625,18.753125,24.99375,19.996875,23.779296875,5.2734375,20.02,25.99,590.0,2627.0,7127.0,10706.0,11424.0,7892.0,2671.0,9847.0,30906.0,45900.0,39629.0,16647.0,20.9887695312,60.7513427734,25.025
2021-05-26 19:09:45,590,1758,2627,7126,10701,11424,23383,7895,5490,2671,18946,9846,30895,45889,39637,51759,16637,17020,20.9711456299,60.7650756836,364.374603271,364.374603271,6.253125,18.75625,25.0,20.0,23.779296875,5.517578125,20.02,25.99,590.0,2627.0,7126.0,10701.0,11424.0,7895.0,2671.0,9846.0,30895.0,45889.0,39637.0,16637.0,20.9711456299,60.7650756836,25.0125
2021-05-26 19:09:56,589,1757,2626,7127,10705,11424,23385,7894,5490,2670,18951,9846,30899,45913,39637,51746,16645,17026,20.9686279297,60.8215332031,364.374603271,364.374603271,6.246875,18.753125,25.003125,19.996875,23.779296875,5.6884765625,20.01,25.99,589.0,2626.0,7127.0,10705.0,11424.0,7894.0,2670.0,9846.0,30899.0,45913.0,39637.0,16645.0,20.9686279297,60.8215332031,24.9875
2021-05-26 19:10:07,590,1758,2627,7131,10700,11426,23387,7897,5492,2672,18936,9844,30886,45907,39637,51789,16650,17018,20.9761810303,60.807800293,364.374603271,364.374603271,6.25,18.75,25.003125,20.003125,23.779296875,5.2734375,20.01,25.99,590.0,2627.0,7131.0,10700.0,11426.0,7897.0,2672.0,9844.0,30886.0,45907.0,39637.0,16650.0,20.9761810303,60.807800293,25.0
